Unnamed: 0,Frequency (GHz),Re( S21 ),Im( S21 ),S2
0,0.0,0.0399778597,0.0,0.0015982292661928
1,0.000226516078,0.0357099287,-0.0173427034,0.0015759683689794
2,0.000453032156,0.0242737159,-0.0304493476,0.0015163760528595
3,0.00067954825,0.00894604344,-0.0368320495,0.0014366315636008
4,0.000906064313,-0.00672986358,-0.0361960195,0.0013554428914497
5,0.00113258038,-0.020081155,-0.0297285113,0.0012870371702482
6,0.0013590965,-0.0295361411,-0.0191763006,0.0012401141357806
7,0.00158561263,-0.0343506709,-0.00628470257,0.0012194660776734
8,0.00181212863,-0.0342534371,0.0073754238,0.0012276948293932
9,0.00203864475,-0.0292003136,0.0203111582,0.0012652014617637
10,0.00226516075,-0.0193935055,0.0308908597,0.0013303532685836
11,0.002491677,-0.00554868067,0.037257228,0.0014188888954216
12,0.002718193,0.0107023232,0.0375076868,0.0015213662909641
13,0.002944709,0.0264751017,0.030329518,0.0016208106721376
14,0.00317122525,0.0378847979,0.0160672013,0.0016934128695385
15,0.00339774125,0.0413755104,-0.0020700004,0.0017162177625165
16,0.00362425725,0.0359103382,-0.0200907309,0.0016931898577345
17,0.0038507735,0.0231295153,-0.0329424255,0.0016201778758359
18,0.0040772895,0.00687780138,-0.0384412371,0.0015250328616011
19,0.0043038055,-0.00910994131,-0.0367088579,0.001430531278994
20,0.0045303215,-0.0222584661,-0.0292829964,0.0013529331912872
21,0.0047568375,-0.0312187951,-0.0180814378,0.001301551560411
22,0.004983354,-0.0354674906,-0.00486825965,0.0012816428414809
23,0.00520987,-0.0349152349,0.00888771284,0.0012980650676484
24,0.005436386,-0.0295530111,0.0218887944,0.0013524997853621
25,0.005662902,-0.0194805786,0.0326453336,0.001445210748446
26,0.005889418,-0.00519902026,0.0393552184,0.0015758630269755
27,0.006115934,0.0119587695,0.0399465971,0.0017387427878238
28,0.0063424505,0.0292680282,0.0325567685,0.0019165606498785
29,0.0065689665,0.0411976129,0.0170730036,0.0019887307605838
30,0.0067954825,0.0460449159,-0.00364120258,0.0021333926364666
31,0.0070219985,0.0394884497,-0.0242992714,0.0021497922502802
32,0.0072485145,0.0239572357,-0.0386982597,0.0020715044461939
33,0.0074750305,0.00460972404,-0.0437851809,0.0019383916221706
34,0.007701547,-0.0135545647,-0.0401088558,0.0017924465377916
35,0.007928063,-0.0274683181,-0.0301582348,0.0016640276254947
36,0.008154579,-0.0359405428,-0.016658878,0.0015692408329775
37,0.008381095,-0.0388753451,-0.00182211353,0.0015146125543603
38,0.008607611,-0.0366127379,0.0126760863,0.0015011757404191
39,0.008834127,-0.0298206713,0.0255888458,0.0015440614661588
40,0.009060643,-0.0187087692,0.0359137692,0.0016398168631297
41,0.009287159,-0.00385615719,0.0421505347,0.0017915375237698
42,0.009513675,0.0135733625,0.0426994041,0.0020074752800515
