Unnamed: 0,Frequency (GHz),Re( S21 ),Im( S21 ),S2
0,0.0,0.0375143141,0.0,0.0014073237623934
1,0.000226564375,0.0335101523,-0.0162543952,0.0013871356704869
2,0.00045312875,0.022793401,-0.0285245236,0.0013331875757537
3,0.000679693125,0.00845692586,-0.0344912708,0.0012611673564004
4,0.0009062575,-0.00618106965,-0.0339085273,0.0011879938456729
5,0.00113282187,-0.0186425745,-0.0279087611,0.0011264445301249
6,0.00135938625,-0.0274898615,-0.0181247499,0.0010841990442267
7,0.00158595063,-0.032053031,-0.00616704812,0.0010654292788013
8,0.001812515,-0.0320907049,0.00653081713,0.0010724649133643
9,0.00203907938,-0.0275523737,0.0186166726,0.0011057137952
10,0.00226564375,-0.0185909159,0.028604487,0.001163838830534
11,0.00249220825,-0.00581266917,0.0347782522,0.0012433139489666
12,0.0027187725,0.00933952071,0.0353379585,0.0013359979580402
13,0.002945337,0.0242386311,0.0289736837,0.0014269855847495
14,0.00317190125,0.0352560319,0.0158725008,0.0014949240669798
15,0.00339846575,0.0389316157,-0.00108742493,0.0015168531939908
16,0.00362503,0.0342039578,-0.0181260966,0.0014984661071367
17,0.0038515945,0.0224706791,-0.0304838996,0.001434199554038
18,0.00407815875,0.00731894793,-0.0359939747,0.0013491332135062
19,0.004304723,-0.00772033492,-0.0347061455,0.0012641201067441
20,0.0045312875,-0.0202014931,-0.028033914,0.0011940006576287
21,0.004757852,-0.0288407411,-0.0177600533,0.001147207840416
22,0.0049844165,-0.0331345871,-0.00552181993,0.0011283913576268
23,0.0052109805,-0.0329897963,0.00732374704,0.0011419639306214
24,0.005437545,-0.0283806976,0.0196014009,0.0011896789135051
25,0.0056641095,-0.0193494167,0.0299572088,0.001271834285717
26,0.005890674,-0.00627913931,0.0367307663,0.0013885767834596
27,0.006117238,0.00971211307,0.0379650034,0.0015356666234464
28,0.0063438025,0.0262293406,0.0317975432,0.0016990620618666
29,0.006570367,0.038102936,0.0178213585,0.0017694345506056
30,0.0067969315,0.0436179042,-0.00148762006,0.0019047345802432
31,0.0070234955,0.0383782722,-0.0212881994,0.0019260792107514
32,0.00725006,0.0243309867,-0.0356146842,0.0018604026444613
33,0.0074766245,0.00622227276,-0.041277688,0.0017425642049251
34,0.007703189,-0.0111403679,-0.0385607183,0.0016110367927593
35,0.007929753,-0.0247186366,-0.0297186393,0.0014942085172063
36,0.0081563175,-0.0332803875,-0.0173121952,0.001407296294793
37,0.008382882,-0.0366691835,-0.00343893236,0.0013564552743333
38,0.008609446,-0.0351620764,0.0103186052,0.0013428452300329
39,0.008836011,-0.0293450318,0.0227426495,0.0013783589976228
40,0.009062575,-0.0194097627,0.0329541154,0.0014627126098668
41,0.009289139,-0.00580574758,0.0395427868,0.0015973386928729
42,0.009515704,0.0104712946,0.0409680158,0.001788026329189
43,0.009742268,0.0273747835,0.0350561067,0.0019783093886336
44,0.009968833,0.0423342772,0.0211841147,0.0022409577416691
45,0.010195397,0.0501236059,0.00026663419,0.0025124469622097
46,0.010421961,0.0465201735,-0.0234344695,0.0027133009032165
47,0.010648526,0.0309644267,-0.0427995026,0.002790593143667
48,0.01087509,0.00803275779,-0.051696457,0.0027370488640656
49,0.011101654,-0.0151946191,-0.0486100204,0.0025938105328825
50,0.011328219,-0.03319747,-0.036301773,0.0024198907373444
51,0.011554783,-0.0435957126,-0.0190051924,0.0022617834952628
52,0.011781348,-0.046318166,-0.000362974417,0.0021455042520309
53,0.012007912,-0.0423086323,0.0170960966,0.0020822968860531
54,0.012234476,-0.0327483676,0.0316801704,0.0020760887770377
55,0.012461041,-0.0188966095,0.0420657322,0.0021266076761176
56,0.012687605,-0.00189924287,0.0474971458,0.0022595859826257
57,0.01291417,0.0169573519,0.0465943292,0.0024585832970584
58,0.013140734,0.0355565846,0.0382550023,0.0027277159093899
59,0.013367298,0.0508764237,0.0219777301,0.0030714311088503
60,0.013593863,0.0587209649,-0.00102412316,0.0034492005470338
61,0.013820427,0.0556255542,-0.0276379902,0.0038580607823524
62,0.014046991,0.0394544564,-0.0515149869,0.0042104480051266
63,0.014273556,0.0126682809,-0.0654587075,0.0044453277285318
64,0.01450012,-0.0179563183,-0.0649224967,0.0045373599446524
65,0.014726685,-0.0444216803,-0.0503823385,0.0045116657134039
66,0.014953249,-0.0610790066,-0.0263726097,0.0044261595896313
67,0.015179813,-0.0658815354,0.00131795427,0.0043421137101192
68,0.015406378,-0.05948814,0.0277186576,0.0043071627798056
