Unnamed: 0,Frequency (GHz),Re( S21 ),Im( S21 ),S2
0,0.0,0.0385290869,0.0,0.0014844905373477
1,0.000226377547,0.0344186053,-0.0166951828,0.0014633695195226
2,0.000452755094,0.0234127156,-0.0293032657,0.0014068366324512
3,0.000679132625,0.0086813299,-0.0354394093,0.0013313172203655
4,0.000905510188,-0.00636761962,-0.0348421335,0.0012545208464568
5,0.00113188775,-0.0191821419,-0.0286686271,0.0011898447476705
6,0.00135826525,-0.0282761157,-0.0185969491,0.0011453852349077
7,0.00158464275,-0.0329546221,-0.00628806278,0.001125546851279
8,0.00181102038,-0.0329678021,0.00677568745,0.0011327859157248
9,0.00203739788,-0.0282677021,0.0191951338,0.0011675161436142
10,0.0022637755,-0.0190216918,0.0294364598,0.0012283299244912
11,0.002490153,-0.00586669939,0.0357355326,0.0013114464519382
12,0.0027165305,0.0096996706,0.0362529121,0.0014083572454788
13,0.002942908,0.0249717236,0.0296618678,0.0015034133809394
14,0.0031692855,0.0362296849,0.0161772855,0.0015742946341017
15,0.003395663,0.0399429463,-0.0012294784,0.0015969505762607
16,0.00362204075,0.0350430273,-0.018707728,0.0015779928492705
17,0.00384841825,0.0229627956,-0.0313574933,0.0015105823678269
18,0.00407479575,0.00738857407,-0.0369687639,0.0014212805310818
19,0.0043011735,-0.00805384666,-0.0355956294,0.0013319132784049
20,0.004527551,-0.0208504647,-0.0286932141,0.0012580424135943
21,0.0047539285,-0.0296809878,-0.0180995204,0.0012085536754937
22,0.004980306,-0.0340301283,-0.00550519349,0.0011883567874767
23,0.0052066835,-0.0338076726,0.00768726179,0.0012020527204567
24,0.005433061,-0.0289983787,0.0202620644,0.0012514572209783
25,0.0056594385,-0.0196624305,0.0308261197,0.001336860828926
26,0.005885816,-0.00621353695,0.0376791731,0.0014583281269287
27,0.0061121935,0.0101794107,0.0388294347,0.0016113454013208
28,0.006338571,0.0270442981,0.0324004106,0.0017811806667702
29,0.0065649485,0.0390955023,0.0180035792,0.0018525871640999
30,0.006791326,0.0446331576,-0.0017690002,0.001995248119054
31,0.007017704,0.039164152,-0.0220072661,0.0020181505630753
32,0.0072440815,0.0247039497,-0.0365995765,0.0019498141307594
33,0.007470459,0.00612354046,-0.0422982164,0.0018266368583864
34,0.0076968365,-0.0116501283,-0.039408911,0.0016887877556123
35,0.007923214,-0.0255049951,-0.030256968,0.001565988887604
36,0.0081495915,-0.0341858789,-0.0174812134,0.0014742671381018
37,0.008375969,-0.0375449546,-0.00324307103,0.0014201411256216
38,0.008602347,-0.0358830467,0.0108299498,0.0014048808531449
39,0.008828724,-0.0298133846,0.0234884433,0.0014405448699648
40,0.009055102,-0.0195574388,0.0338330008,0.0015271653555485
41,0.009281479,-0.00559372688,0.0404307693,0.0016659368865978
42,0.009507857,0.0110466396,0.0417293906,0.0018633702862996
43,0.009734234,0.028190691,0.0355632007,0.0020594563030859
44,0.009960612,0.0433279946,0.0212729983,0.0023298555727294
45,0.010186989,0.051097963,-0.00010773776,0.0026110134301742
46,0.010413367,0.0472515896,-0.0242316872,0.0028198873842854
47,0.010639744,0.0312594138,-0.0438625105,0.0029010707784822
