Unnamed: 0,Frequency (GHz),Re( S21 ),Im( S21 ),S2
0,0.0,0.0392783545,0.0,0.0015427891322276
1,0.000226625469,0.0350795649,-0.0170426145,0.0015210265825689
2,0.000453250938,0.0238349643,-0.0299107805,0.0014627603133014
3,0.000679876375,0.0087802466,-0.0361637212,0.0013849074613881
4,0.000906501875,-0.00659963954,-0.0355269872,0.0013057220615668
5,0.00113312738,-0.019687634,-0.0291799568,0.0012390728113678
6,0.00135975275,-0.0289547089,-0.0188411493,0.0011933640744286
7,0.00158637825,-0.0336827934,-0.00621774374,0.0011731909084433
8,0.00181300375,-0.0336127058,0.00716070645,0.0011810897080604
9,0.00203962913,-0.028699249,0.0198447611,0.00121746143628
10,0.00226625475,-0.0191293489,0.0302462019,0.0012807647187134
11,0.00249288,-0.00558516616,0.0365480036,0.0013669506481804
12,0.0027195055,0.0103562111,0.0368744619,0.0014669770487623
13,0.002946131,0.025880551,0.0299093034,0.0015643693499368
14,0.0031727565,0.0371680036,0.0159524139,0.0016359400008465
15,0.003399382,0.0406828932,-0.00187445385,0.0016586113763583
16,0.0036260075,0.0353832357,-0.0196104273,0.0016365422274903
17,0.003852633,0.022862535,-0.0322957672,0.0015657120856628
18,0.00407925825,0.00690518506,-0.0377546772,0.001473097231189
19,0.004305884,-0.00880712084,-0.0361036994,0.0013810424878559
20,0.0045325095,-0.0217414089,-0.028856907,0.0013054099425636
21,0.004759135,-0.0305756088,-0.0178991016,0.0012552456915777
22,0.00498576,-0.0348000079,-0.0049583544,0.001235625828196
23,0.0052123855,-0.034329582,0.0085308291,0.0012512952454281
24,0.005439011,-0.0291521139,0.0213090554,0.0013039215868788
25,0.0056656365,-0.0193518084,0.0319266729,0.0013938049308139
26,0.005892262,-0.0053967298,0.038622003,0.0015207838082662
27,0.0061188875,0.0114389155,0.0393542536,0.0016796060642292
28,0.006345513,0.0285187792,0.0322581492,0.0018539089568678
29,0.0065721385,0.0404003151,0.0171580911,0.0019265855503751
30,0.006798764,0.0453613549,-0.0032071718,0.0020679384693184
31,0.0070253895,0.0390847661,-0.0236120224,0.0020851465429098
32,0.007252015,0.023900127,-0.0379297137,0.00200987925198
33,0.0074786405,0.00487428624,-0.0430911966,0.0018806098907693
34,0.007705266,-0.0130453892,-0.039601393,0.0017384525069199
35,0.0079318915,-0.0268148147,-0.0299028829,0.0016132166931264
36,0.0081585165,-0.035249006,-0.0166797917,0.0015207078751434
37,0.008385142,-0.0382467844,-0.00210833922,0.0014672616112066
38,0.008611768,-0.0361366943,0.0121664423,0.0014538829931708
39,0.008838393,-0.0295703392,0.024910491,0.0014949375222641
40,0.009065019,-0.01874898,0.0351593122,0.0015877014854174
41,0.009291644,-0.00422030175,0.0414373539,0.0017348652450948
42,0.00951827,0.012887069,0.0421615951,0.0019436766487871
43,0.009744895,0.0302099958,0.0350816138,0.0021433634730483
44,0.00997152,0.0450986959,0.0197761077,0.0024249868076426
45,0.010198146,0.0520006642,-0.00246760575,0.0027101581553785
46,0.010424771,0.0468263477,-0.0268632621,0.0029143416895745
47,0.010651397,0.0295462757,-0.0459469222,0.0029841020673932
48,0.010878022,0.00536093814,-0.0537352003,0.002916211409022
49,0.011104648,-0.0183577742,-0.0491962023,0.0027572741943207
50,0.011331273,-0.0361683704,-0.0355225429,0.0025700020714739
51,0.011557899,-0.04591031,-0.0171651095,0.002402397548443
52,0.011784524,-0.0477074124,0.00216951733,0.0022807040033488
53,0.01201115,-0.0426394641,0.0199484993,0.0022160665230572
54,0.012237775,-0.0319849774,0.0344840623,0.0022121893319887
55,0.012464401,-0.0171152018,0.0444736034,0.0022708315320352
