Unnamed: 0,Frequency (GHz),Re( S21 ),Im( S21 ),S2
0,0.0,0.0390882418,0.0,0.0015278906470152
1,0.000226630844,0.0349087641,-0.0169601161,0.0015062673491149
2,0.000453261688,0.0237176474,-0.0297634806,0.0014483915756173
3,0.0006798925,0.00873797666,-0.0359822251,0.0013710727592577
4,0.000906523375,-0.00656117126,-0.0353467911,0.00129244460937
5,0.00113315425,-0.0195781738,-0.0290337987,0.0012262663562951
6,0.001359785,-0.0287952162,-0.0187539998,0.0011808769845031
7,0.00158641588,-0.0335010812,-0.00620408822,0.0011608131522105
8,0.00181304675,-0.0334398188,0.00709729036,0.0011685930118309
9,0.0020396775,-0.0285661481,0.0197126735,0.0012046143137887
10,0.0022663085,-0.019063158,0.0300658718,0.0012673606400269
11,0.00249293925,-0.00560398586,0.0363520533,0.0013528764366451
12,0.00271957,0.0102502927,0.036703106,0.0014521864904829
13,0.002946201,0.0257067215,0.029802585,0.0015490296029607
14,0.00317283175,0.0369652994,0.0159362014,0.001620395874793
15,0.0033994625,0.0404944271,-0.00180187891,0.0016430453937635
16,0.0036260935,0.0352506563,-0.019463785,0.0016214476961069
17,0.00385272425,0.0228070132,-0.0321116,0.0015513147056649
18,0.004079355,0.00693079876,-0.0375687741,0.0014594487588284
19,0.004305986,-0.00870988984,-0.0359468982,0.001368041671226
20,0.004532617,-0.0215907134,-0.0287530553,0.0012928970942057
21,0.0047592475,-0.030395586,-0.0178631805,0.0012429848658589
22,0.0049858785,-0.0346176773,-0.00499704573,0.0012233540476746
23,0.0052125095,-0.0341731608,0.00841935817,0.0012386905110574
24,0.00543914,-0.0290503521,0.0211367141,0.0012906836400791
25,0.005665771,-0.0193302538,0.0317175239,0.0013796600343194
26,0.005892402,-0.00547176739,0.0384127386,0.0015054787251221
27,0.0061190325,0.0112687945,0.0391928218,0.0016630630101297
28,0.0063456635,0.0282839108,0.0321932472,0.0018363847754226
29,0.0065722945,0.0401597656,0.0172125623,0.0019090790739783
30,0.006798925,0.0451745763,-0.00304518733,0.0020500155097593
31,0.007025556,0.0389997289,-0.0233874582,0.0020679520553302
32,0.007252187,0.0239246283,-0.0377030522,0.001993907984489
33,0.0074788175,0.00498640258,-0.0429070182,0.0018658764215049
34,0.0077054485,-0.0128769493,-0.0394833386,0.001724749850277
35,0.0079320795,-0.0266201217,-0.0298603214,0.0016002696734341
36,0.00815871,-0.0350551195,-0.0167132374,0.001508193707548
37,0.008385341,-0.0380784608,-0.00221202685,0.0014548622396822
38,0.008611972,-0.0360164344,0.0120049072,0.0014413013437701
39,0.008838603,-0.029516235,0.0247040708,0.0014814992426666
40,0.009065234,-0.0187815428,0.0349341445,0.0015731408018951
41,0.009291864,-0.00435077166,0.0412285104,0.0017187192838403
42,0.009518495,0.0126600517,0.0420105122,0.001925160044353
