Unnamed: 0,Frequency (GHz),Re( S21 ),Im( S21 ),S2
0,0.0,0.0377520137,0.0,0.0014252145384049
1,0.000226459625,0.0337227806,-0.0163557082,0.0014047351221192
2,0.00045291925,0.0229393505,-0.028701134,0.0013499688942478
3,0.000679378875,0.00851546135,-0.0347036868,0.0012768589595158
4,0.0009058385,-0.00620933156,-0.0341176987,0.0012025731630059
5,0.00113229813,-0.0187432393,-0.0280845612,0.0011400515972536
6,0.00135875775,-0.027642386,-0.0182476789,0.0010970792890105
7,0.00158521738,-0.0322349295,-0.00622708723,0.0010778672952399
8,0.001811677,-0.0322807096,0.00653725443,0.001084779907762
9,0.00203813662,-0.02773045,0.0186887737,0.0011182481196123
10,0.00226459625,-0.0187370833,0.0287373979,0.001176916328654
11,0.002491056,-0.00590616232,0.0349624269,0.001257254048088
12,0.0027175155,0.00932004303,0.0355564393,0.0013511235777756
13,0.00294397525,0.0243115574,0.0291963387,0.0014434780166986
14,0.00317043475,0.0354259089,0.0160553548,0.0015127694391449
15,0.0033968945,0.0391684249,-0.000991793233,0.0015351491629639
16,0.003623354,0.0344650969,-0.0181506183,0.0015172878489986
17,0.00384981375,0.0226903483,-0.0306204166,0.0014524618187328
18,0.00407627325,0.00745298015,-0.0362040214,0.0013662780786479
19,0.004302733,-0.0076863612,-0.0349403322,0.0012799069627432
20,0.0045291925,-0.0202580132,-0.028250318,0.0012084675659124
21,0.004755652,-0.0289657991,-0.0179311335,0.0011605430660963
22,0.004982112,-0.0333035439,-0.00563381938,0.0011408659571056
23,0.0052085715,-0.0331806131,0.00727392174,0.0011538630231715
24,0.005435031,-0.0285779964,0.0196136348,0.0012013965483061
25,0.0056614905,-0.019539725,0.0300322603,0.0012837375118025
26,0.0058879505,-0.00644711917,0.0368716009,0.001401080298521
27,0.00611441,0.00958972983,0.038175527,0.0015493337799401
28,0.0063408695,0.0261917189,0.0320729949,0.001714683140792
29,0.006567329,0.038181413,0.018108001,0.0017857199988925
30,0.006793789,0.0438527726,-0.001248491,0.0019246243944843
31,0.0070202485,0.0387202092,-0.0211913772,0.0019483290681244
32,0.007246708,0.0246774852,-0.0356994756,0.0018834308339112
33,0.0074731675,0.0064762882,-0.0415074676,0.0017648121754145
34,0.0076996275,-0.0110241091,-0.0388582423,0.0016314939760942
35,0.007926087,-0.0247342847,-0.0300124474,0.0015125318385584
36,0.0081525465,-0.0333962776,-0.0175567064,0.001423549297152
37,0.008379006,-0.036849495,-0.00361419329,0.0013709476748925
38,0.008605466,-0.035377562,0.0102182152,0.0013559838149373
39,0.008831925,-0.0295699239,0.0227056984,0.0013899291392835
40,0.009058385,-0.0196411125,0.0329803787,0.001473478679433
41,0.009284845,-0.00603573257,0.0396366902,0.0016074972776673
42,0.009511304,0.0102590593,0.0411398187,0.0017977329803897
43,0.009737764,0.0272112284,0.0353478119,0.0019899187571547
