Frequency (GHz),Re( S21 ),Im( S21 ),S2
0,0.022323484,0,0.000498338
0.000226529,0.020220727,-0.009507395,0.000499268
0.000453058,0.014265382,-0.017276386,0.000501975
0.000679587,0.005486202,-0.021820189,0.000506219
0.000906116,-0.004520915,-0.022162804,0.000511629
0.001132645,-0.013816153,-0.018078771,0.000517728
0.001359174,-0.020473339,-0.010239717,0.000524009
0.001585703,-0.02302127,-0.000169101,0.000530007
0.001812232,-0.020842364,0.010051326,0.000535433
0.002038761,-0.014364933,0.01827283,0.000540248
0.00226529,-0.004956006,0.022806732,0.000544709
0.002491819,0.005442477,0.022796849,0.000549317
0.002718348,0.014782036,0.018336307,0.000554729
0.002944877,0.021318283,0.010349789,0.000561587
0.003171406,0.023882248,0.000344001,0.00057048
0.003397935,0.021984275,-0.009878282,0.000580889
0.003624464,0.015928334,-0.018479133,0.00059519
0.003850993,0.006645747,-0.023828492,0.000611963
0.004077522,-0.004276602,-0.024762778,0.000631484
0.004304051,-0.014816186,-0.020830296,0.000653421
0.00453058,-0.022821695,-0.012501972,0.000677129
0.004757109,-0.026461458,-0.001233478,0.00070173
0.004983638,-0.024719359,0.010731712,0.000726216
0.005210166,-0.017754188,0.020845585,0.00074975
0.005436695,-0.006933882,0.026903039,0.000771852
0.005663224,0.005505919,0.027608585,0.000792549
0.005889753,0.017041167,0.022847787,0.000812423
0.006116282,0.025442153,0.01360773,0.000832473
0.006342811,0.029175349,0.001657976,0.00085395
0.00656934,0.027577214,-0.010844895,0.000878114
0.006795869,0.020879773,-0.021719256,0.000907691
0.007022398,0.010080801,-0.028991599,0.000942135
0.007248927,-0.003115482,-0.031208566,0.000983681
0.007475456,-0.016473319,-0.027603049,0.001033299
0.007701985,-0.027470902,-0.018353637,0.001091506
0.007928514,-0.033696827,-0.004756776,0.001158103
0.008155043,-0.033399269,0.010790201,0.00123194
0.008381572,-0.026061589,0.025132697,0.001310859
0.008608101,-0.01276175,0.035058901,0.001391989
0.00883463,0.003929401,0.038168956,0.001472309
0.009061159,0.020559674,0.033567447,0.001549474
0.009287688,0.033688679,0.022077851,0.001622359
0.009514217,0.040694736,0.005939343,0.001691337
0.009740746,0.040236611,-0.011805236,0.001758348
0.009967275,0.032346513,-0.027965581,0.001828371
0.010193803,0.018326972,-0.039633125,0.001906662
0.010420332,0.000269957,-0.044609118,0.001990046
0.010646861,-0.018882623,-0.041669801,0.002092926
0.01087339,-0.035812926,-0.030658599,0.002222515
0.011099919,-0.047164831,-0.012761399,0.002387375
0.011326448,-0.050079353,0.009392131,0.002596154
0.011552977,-0.042894226,0.031872671,0.002855782
0.011779506,-0.025840707,0.050013389,0.003169081
0.012006035,-0.001427004,0.05941831,0.003532572
0.012232564,0.025809413,0.057178769,0.003935537
0.012459093,0.05026643,0.042830925,0.004361202
0.012685622,0.066658117,0.018614663,0.00478981
0.012912151,0.071278907,-0.011063527,0.005203084
0.01313868,0.0627314,-0.040675487,0.005589724
0.013365209,0.042060457,-0.064671807,0.005951525
0.013591738,0.012363082,-0.078246459,0.006275354
0.013818267,-0.021792522,-0.078191049,0.006588754
0.014044796,-0.054603364,-0.06311392,0.006964894
0.014271325,-0.079777628,-0.03373193,0.007502313
0.014497854,-0.091184765,0.006746188,0.008360172
0.014724383,-0.083816476,0.052457508,0.009776992
0.014950912,-0.055045981,0.095148616,0.012083319
0.015177441,-0.005916874,0.125165477,0.015701406
0.01540397,0.058053251,0.133249819,0.021125694
0.015630499,0.127127111,0.112817012,0.028888981
0.015857028,0.18891187,0.061942954,0.039524624
0.016083557,0.230852798,-0.015763696,0.053541508
0.016310086,0.24277097,-0.11174155,0.071423918
0.016536615,0.218577698,-0.214149296,0.093636131
0.016763143,0.156838328,-0.309895307,0.120633362
0.016989672,0.060527239,-0.38636446,0.152941043
0.017216202,-0.063491613,-0.43283549,0.191377746
0.01744273,-0.206520319,-0.440881759,0.237027368
0.01766926,-0.356813014,-0.403639346,0.290240249
0.017895788,-0.500280261,-0.3179712,0.351386024
0.018122318,-0.621473074,-0.184949651,0.420435155
0.018348846,-0.704724789,-0.010704863,0.496751622
0.018575376,-0.736008465,0.193044379,0.578974593
0.018801904,-0.705338717,0.409324795,0.665049494
0.019028434,-0.609232306,0.617471457,0.752435003
0.019254962,-0.452361315,0.79537946,0.837259245
0.019481492,-0.245065764,0.922787428,0.911593866
0.01970802,-0.00431261,0.988688767,0.977524077
0.01993455,0.247796774,0.986995697,1.035563747
0.020161078,0.490749657,0.918441355,1.084369748
0.020387606,0.706822038,0.790040493,1.123761374
0.020614136,0.882230818,0.612990081,1.154088056
0.020840664,1.00752652,0.40084222,1.175784174
0.021067194,1.07743239,0.168126449,1.189127058
0.021293722,1.09049344,-0.070606895,1.194161276
0.021520252,1.04876208,-0.301521033,1.190816834
0.02174678,0.95762217,-0.512248874,1.179439129
0.02197331,0.825676322,-0.692438245,1.161212112
0.022199838,0.663402081,-0.834553361,1.136581633
0.022426368,0.481969595,-0.936050773,1.10848574
0.022652896,0.318106025,-0.965676546,1.033722635
0.022879426,0.124182887,-1.00017369,1.0157688
0.023105954,-0.050376125,-0.986033559,0.974799933
0.023332484,-0.208102897,-0.946191549,0.938585263
0.023559012,-0.348928571,-0.88757509,0.909540688
0.023785542,-0.474170715,-0.815260649,0.889487793
0.02401207,-0.586019337,-0.732181013,0.879507699
0.0242386,-0.686521649,-0.639197111,0.879884921
0.024465128,-0.776693702,-0.53558594,0.890105406
0.024691658,-0.85592562,-0.419807434,0.908846949
0.024918186,-0.921681821,-0.290408969,0.933834748
0.025144716,-0.969154477,-0.147412851,0.960990949
0.025371244,-1.00110316,0.012220181,1.00235687
0.025597774,-1.00315249,0.17724286,1.03772995
0.025824302,-0.966324091,0.32426694,1.038931297
0.026050832,-0.915488362,0.48124522,1.069715903
0.02627736,-0.830058157,0.634459138,1.091534942
0.02650389,-0.714570761,0.766001463,1.097369614
0.026730418,-0.578151882,0.871659935,1.094050641
0.026956946,-0.427759886,0.949149549,1.083863386
0.027183476,-0.270081192,0.997840881,1.068630274
0.027410004,-0.1111072,1.01872551,1.050146475
0.027636534,0.04424452,1.01396263,1.030077793
0.027863062,0.192244679,0.986346781,1.009837989
0.028089592,0.330238968,0.938846886,0.990491251
0.02831612,0.456352144,0.87431705,0.972687583
0.02854265,0.569181919,0.795602381,0.956951206
0.028769178,0.668128014,0.705667913,0.944362247
0.028995708,0.753345191,0.607056379,0.936046424
0.029222236,0.826057136,0.502292216,0.934667862
0.029448766,0.889751017,0.390033752,0.9437832
0.029675294,0.939739406,0.266404301,0.954081403
0.029901824,0.972197711,0.135907605,0.963639266
0.030128352,0.987190127,0.00130845,0.974546059
0.030354882,0.984217346,-0.135629967,0.987079272
0.03058141,0.962458313,-0.272875339,1.000786955
0.03080794,0.921147704,-0.407916248,1.014908758
0.031034468,0.859839916,-0.537728906,1.028477057
0.031260998,0.778661013,-0.658814847,1.040349976
0.031487526,0.678581476,-0.767325163,1.049260725
0.031714056,0.561712623,-0.859330058,1.053969219
0.031940584,0.431510687,-0.931371629,1.053654584
0.032167114,0.292554855,-0.981185377,1.048313087
0.032393642,0.149972096,-1.00827599,1.039112102
0.032620172,0.00796368,-1.01452827,1.029331031
0.0328467,-0.132577017,-1.00116301,1.019904038
0.03307323,-0.267929524,-0.966492593,1.005894162
0.033299758,-0.392772526,-0.913495839,0.988744905
0.033526286,-0.505321145,-0.846586168,0.972057599
0.033752816,-0.605622351,-0.769093037,0.958282532
0.033979344,-0.694435954,-0.68318969,0.948989447
0.034205872,-0.772641242,-0.589982688,0.945054061
0.034432404,-0.840757132,-0.489717573,0.946695856
0.034658932,-0.898592234,-0.382142037,0.953500539
0.03488546,-0.945088685,-0.266991705,0.964477193
0.035111988,-0.978432536,-0.144516006,0.978215103
0.03533852,-0.996457517,-0.015873926,0.993179565
0.035565048,-0.997228086,0.116769016,1.008098859
0.035791576,-0.979684889,0.250606149,1.022585924
0.036018104,-0.943506956,0.383442581,1.037233589
0.036244636,-0.886713743,0.512980223,1.049409971
0.036471164,-0.808321655,0.63322103,1.054352771
0.036697692,-0.711673141,0.738683641,1.052132181
0.03692422,-0.601191103,0.826559484,1.044631323
0.037150752,-0.481079698,0.89561826,1.033569743
0.03737728,-0.355146825,0.945700288,1.020478302
0.037603808,-0.226638511,0.977427602,1.006729732
0.037830336,-0.098141953,0.99189657,0.993490649
0.038056868,0.028386718,0.990386367,0.981670962
0.038283396,0.151494846,0.974148929,0.971916824
0.038509924,0.27006489,0.944319308,0.964674
0.038736452,0.383197814,0.901931643,0.960321253
0.038962984,0.490214825,0.847984076,0.959387568
0.039189512,0.590917587,0.783370376,0.962852741
0.03941604,0.685688853,0.707916617,0.97131514
0.039642568,0.77327615,0.619827569,0.982142219
0.0398691,0.85010761,0.519075096,0.992121904
0.040095628,0.913576543,0.407722414,1.000859667
0.040322156,0.962184548,0.287929714,1.008702625
0.040548684,0.994755268,0.161773443,1.01570869
0.040775212,1.01029897,0.031463359,1.021693952
0.041001744,1.00808442,-0.100570455,1.026348614
0.041228272,0.987732112,-0.231672391,1.029286822
0.0414548,0.949329257,-0.358996481,1.030104512
0.041681328,0.893559277,-0.479603231,1.028467441
0.04190786,0.821817994,-0.590651453,1.024253954
0.042134388,0.736249447,-0.689705074,1.017756337
0.042360916,0.639584959,-0.775145054,1.009918775
0.042587444,0.534523904,-0.846555769,1.002372474
0.042813976,0.422598124,-0.904125988,0.996032977
0.043040504,0.304889709,-0.946836948,0.989457941
0.043267032,0.184067383,-0.973657727,0.981890171
