,STD(n_D)
0,7.093308307239507
1,5.316005409592935
2,4.20055972044068
3,3.4370417317471498
4,2.878164806032752
5,2.4566329113048226
6,2.1277005691281654
7,1.8601474629466992
8,1.642282634217228
9,1.4643034711454157
10,1.3110400581459212
11,1.1811536367190223
12,1.0709415422031119
13,0.9724916420730023
14,0.885828065208369
15,0.8101005635662816
16,0.7453559407442709
17,0.6868085001135107
18,0.6335465534065012
19,0.5845212244981981
20,0.5406860158308889
21,0.5021940403754859
22,0.46495592728194995
23,0.4358969530813642
24,0.4060701927507074
25,0.3807521912897476
26,0.3556602562308086
27,0.33009874845043075
28,0.31258386153315015
29,0.29117976790420286
30,0.27327407560828926
31,0.2579369382960433
32,0.2395115679850514
33,0.22751829954699662
34,0.2150898897460546
35,0.20427225569090218
36,0.19132246888997115
37,0.18083261226984934
38,0.16969555155784535
39,0.1600079133648041
40,0.15313408167554204
41,0.1451682422021825
42,0.1359469099964887
43,0.12961369109008927
44,0.12025829235745733
45,0.11551371669436186
46,0.10877178603736108
47,0.10607889870948047
48,0.09931797365183839
49,0.09486846643291749
50,0.08599607713312617
51,0.08563690917020353
52,0.07878659021803379
53,0.07599571297834383
54,0.07372891778839848
55,0.06986079347868854
56,0.0660581864871431
57,0.06251847535975122
58,0.06120960773549221
59,0.05566515869102692
60,0.05601127952609557
61,0.050046856073330474
62,0.04934903702108917
63,0.05066127052513782
64,0.04475964924560756
65,0.04144922282426941
66,0.03835656833133939
67,0.040604862733404974
68,0.03785240085436
69,0.03835958540563695
70,0.03432716689130555
71,0.032480564863979884
72,0.028428425128803312
73,0.028833978942340174
74,0.026022489068635513
75,0.02417982125340544
76,0.022529716599990358
77,0.02449997177781226
78,0.02218810221544688
79,0.02253485274883173
80,0.021484996487327965
81,0.02304603496338187
82,0.01901212159395938
83,0.01663339604163292
84,0.015180755894446618
85,0.01731964211523148
86,0.018401726686724323
87,0.015188377393995174
88,0.014934814454356049
89,0.013865955579940008
90,0.013587737084168511
91,0.013871518651610144
92,0.010374397624743388
93,0.011439017108983719
94,0.011100134564195202
95,0.010385546899991795
96,0.012104260674040827
97,0.01210744726371668
98,0.010396684218902538
99,0.01179106894839686
100,0.011120966865094816
101,0.008801215237880664
102,0.009642048441690863
103,0.006837732358090595
104,0.008365259717678833
105,0.004874736484486737
106,0.005617427029046837
107,0.00966203198321449
108,0.009258333379624999
109,0.007411665017194555
110,0.005644829274731275
111,0.0062973429455876915
112,0.0040728181138004055
113,0.0063095826907523505
114,0.003004475842849922
115,0.005678896145696778
116,0.004961021704974538
117,0.005692465809357869
118,0.0049765491974185375
119,0.0049842948039694026
120,0.004147899422176861
121,0.005719508554491859
