Frequency (GHz),Re( S31 ),Im( S31 ),S2
0,-4.67E-06,0,2.18E-11
0.000113202,-4.56E-06,9.84E-07,2.18E-11
0.000226403,-4.25E-06,1.92E-06,2.18E-11
0.000339605,-3.75E-06,2.78E-06,2.18E-11
0.000452807,-3.08E-06,3.50E-06,2.18E-11
0.000566008,-2.27E-06,4.07E-06,2.18E-11
0.00067921,-1.36E-06,4.46E-06,2.18E-11
0.000792412,-3.89E-07,4.65E-06,2.17E-11
0.000905613,5.99E-07,4.62E-06,2.17E-11
0.001018815,1.56E-06,4.39E-06,2.17E-11
0.001132016,2.45E-06,3.97E-06,2.17E-11
0.001245218,3.23E-06,3.36E-06,2.17E-11
0.00135842,3.86E-06,2.60E-06,2.17E-11
0.001471621,4.33E-06,1.73E-06,2.17E-11
0.001584823,4.59E-06,7.81E-07,2.17E-11
0.001698025,4.65E-06,-2.04E-07,2.17E-11
0.001811226,4.51E-06,-1.18E-06,2.17E-11
0.001924428,4.16E-06,-2.10E-06,2.17E-11
0.00203763,3.62E-06,-2.93E-06,2.17E-11
0.002150831,2.92E-06,-3.63E-06,2.17E-11
0.002264033,2.09E-06,-4.16E-06,2.17E-11
0.002377235,1.17E-06,-4.51E-06,2.17E-11
0.002490436,1.90E-07,-4.65E-06,2.17E-11
0.002603638,-7.94E-07,-4.59E-06,2.17E-11
0.00271684,-1.74E-06,-4.31E-06,2.17E-11
0.002830041,-2.61E-06,-3.85E-06,2.17E-11
0.002943243,-3.37E-06,-3.21E-06,2.16E-11
0.003056444,-3.97E-06,-2.43E-06,2.16E-11
0.003169646,-4.39E-06,-1.53E-06,2.16E-11
0.003282848,-4.62E-06,-5.73E-07,2.16E-11
0.003396049,-4.63E-06,4.10E-07,2.16E-11
0.003509251,-4.44E-06,1.38E-06,2.16E-11
0.003622453,-4.05E-06,2.28E-06,2.16E-11
0.003735654,-3.47E-06,3.08E-06,2.16E-11
0.003848856,-2.74E-06,3.75E-06,2.16E-11
0.003962058,-1.89E-06,4.24E-06,2.15E-11
0.004075259,-9.52E-07,4.54E-06,2.15E-11
0.004188461,2.72E-08,4.64E-06,2.15E-11
0.004301663,1.00E-06,4.53E-06,2.15E-11
0.004414864,1.94E-06,4.21E-06,2.15E-11
0.004528066,2.78E-06,3.71E-06,2.15E-11
0.004641268,3.50E-06,3.04E-06,2.15E-11
0.004754469,4.06E-06,2.23E-06,2.14E-11
0.004867671,4.43E-06,1.33E-06,2.14E-11
0.004980873,4.61E-06,3.64E-07,2.14E-11
0.005094074,4.58E-06,-6.15E-07,2.14E-11
0.005207276,4.35E-06,-1.57E-06,2.14E-11
0.005320477,3.92E-06,-2.45E-06,2.14E-11
0.005433679,3.32E-06,-3.22E-06,2.13E-11
0.005546881,2.56E-06,-3.84E-06,2.13E-11
0.005660082,1.69E-06,-4.29E-06,2.13E-11
0.005773284,7.51E-07,-4.55E-06,2.13E-11
0.005886486,-2.26E-07,-4.60E-06,2.12E-11
0.005999687,-1.19E-06,-4.45E-06,2.12E-11
0.006112889,-2.10E-06,-4.09E-06,2.12E-11
0.006226091,-2.92E-06,-3.55E-06,2.11E-11
0.006339292,-3.60E-06,-2.85E-06,2.11E-11
0.006452494,-4.12E-06,-2.02E-06,2.11E-11
0.006565695,-4.45E-06,-1.10E-06,2.10E-11
0.006678897,-4.58E-06,-1.37E-07,2.10E-11
0.006792099,-4.50E-06,8.34E-07,2.09E-11
0.0069053,-4.21E-06,1.77E-06,2.09E-11
0.007018502,-3.73E-06,2.62E-06,2.08E-11
0.007131704,-3.09E-06,3.35E-06,2.07E-11
0.007244905,-2.30E-06,3.92E-06,2.07E-11
0.007358107,-1.42E-06,4.32E-06,2.06E-11
0.007471309,-4.64E-07,4.51E-06,2.06E-11
0.00758451,5.06E-07,4.50E-06,2.05E-11
0.007697712,1.45E-06,4.29E-06,2.05E-11
0.007810914,2.33E-06,3.88E-06,2.05E-11
0.007924115,3.10E-06,3.30E-06,2.05E-11
0.008037317,3.73E-06,2.56E-06,2.05E-11
0.008150518,4.19E-06,1.71E-06,2.05E-11
0.00826372,4.46E-06,7.81E-07,2.05E-11
0.008376922,4.53E-06,-1.84E-07,2.06E-11
0.008490123,4.40E-06,-1.14E-06,2.06E-11
0.008603325,4.06E-06,-2.05E-06,2.07E-11
0.008716526,3.55E-06,-2.87E-06,2.08E-11
0.008829728,2.87E-06,-3.56E-06,2.09E-11
0.00894293,2.06E-06,-4.10E-06,2.11E-11
0.009056131,1.15E-06,-4.46E-06,2.12E-11
0.009169333,1.92E-07,-4.62E-06,2.14E-11
0.009282535,-7.84E-07,-4.58E-06,2.16E-11
0.009395736,-1.73E-06,-4.33E-06,2.18E-11
0.009508938,-2.61E-06,-3.89E-06,2.20E-11
0.00962214,-3.38E-06,-3.28E-06,2.22E-11
0.009735341,-4.01E-06,-2.52E-06,2.24E-11
0.009848543,-4.47E-06,-1.64E-06,2.27E-11
0.009961745,-4.74E-06,-6.81E-07,2.29E-11
0.010074946,-4.81E-06,3.16E-07,2.32E-11
0.010188148,-4.66E-06,1.31E-06,2.34E-11
0.010301349,-4.32E-06,2.25E-06,2.37E-11
0.010414551,-3.78E-06,3.11E-06,2.39E-11
0.010527753,-3.08E-06,3.83E-06,2.42E-11
0.010640954,-2.24E-06,4.40E-06,2.44E-11
