Frequency (GHz),Re( S41 ),Im( S41 ),S2
0,2.80E-06,0,7.83E-12
0.000101605,2.29E-06,-1.63E-06,7.90E-12
0.000203211,9.15E-07,-2.69E-06,8.09E-12
0.000304816,-8.68E-07,-2.76E-06,8.35E-12
0.000406421,-2.38E-06,-1.71E-06,8.58E-12
0.000508026,-2.95E-06,7.34E-08,8.70E-12
0.000609632,-2.30E-06,1.84E-06,8.64E-12
0.000711237,-7.21E-07,2.81E-06,8.43E-12
0.000812842,1.07E-06,2.65E-06,8.16E-12
0.000914447,2.38E-06,1.49E-06,7.90E-12
0.001016053,2.78E-06,-1.61E-07,7.73E-12
0.001117658,2.18E-06,-1.74E-06,7.77E-12
0.001219263,7.74E-07,-2.71E-06,7.94E-12
0.001320868,-9.77E-07,-2.70E-06,8.23E-12
0.001422474,-2.44E-06,-1.62E-06,8.58E-12
0.001524079,-2.97E-06,1.83E-07,8.87E-12
0.001625684,-2.26E-06,1.97E-06,8.99E-12
0.00172729,-5.81E-07,2.92E-06,8.86E-12
0.001828895,1.28E-06,2.63E-06,8.54E-12
0.0019305,2.53E-06,1.32E-06,8.13E-12
0.002032105,2.76E-06,-3.96E-07,7.76E-12
0.002133711,2.00E-06,-1.88E-06,7.53E-12
0.002235316,5.59E-07,-2.68E-06,7.48E-12
0.002336921,-1.08E-06,-2.54E-06,7.63E-12
0.002438526,-2.40E-06,-1.48E-06,7.96E-12
0.002540132,-2.90E-06,2.13E-07,8.44E-12
0.002641737,-2.26E-06,1.96E-06,8.97E-12
0.002743342,-6.08E-07,3.01E-06,9.40E-12
0.002844947,1.39E-06,2.77E-06,9.59E-12
0.002946553,2.77E-06,1.31E-06,9.40E-12
0.003048158,2.93E-06,-6.49E-07,9.03E-12
0.003149763,1.90E-06,-2.22E-06,8.52E-12
0.003251369,2.26E-07,-2.82E-06,8.02E-12
0.003352974,-1.41E-06,-2.38E-06,7.63E-12
0.003454579,-2.48E-06,-1.13E-06,7.43E-12
0.003556184,-2.68E-06,4.73E-07,7.41E-12
0.00365779,-1.96E-06,1.93E-06,7.57E-12
0.003759395,-5.07E-07,2.77E-06,7.93E-12
0.003861,1.24E-06,2.63E-06,8.44E-12
0.003962605,2.64E-06,1.43E-06,9.01E-12
0.004064211,3.06E-06,-4.81E-07,9.62E-12
0.004165816,2.16E-06,-2.32E-06,1.00E-11
0.004267421,2.56E-07,-3.17E-06,1.01E-11
0.004369027,-1.73E-06,-2.61E-06,9.81E-12
0.004470632,-2.88E-06,-9.89E-07,9.29E-12
0.004572237,-2.81E-06,8.98E-07,8.71E-12
0.004673842,-1.70E-06,2.30E-06,8.20E-12
0.004775448,-7.26E-08,2.80E-06,7.84E-12
0.004877053,1.51E-06,2.32E-06,7.64E-12
0.004978658,2.56E-06,1.06E-06,7.70E-12
0.005080263,2.76E-06,-5.99E-07,7.97E-12
0.005181869,1.96E-06,-2.14E-06,8.41E-12
0.005283474,3.43E-07,-2.98E-06,8.98E-12
0.005385079,-1.56E-06,-2.67E-06,9.56E-12
0.005486684,-2.93E-06,-1.20E-06,1.00E-11
0.00558829,-3.08E-06,8.65E-07,1.02E-11
0.005689895,-1.89E-06,2.56E-06,1.01E-11
0.0057915,5.09E-08,3.12E-06,9.76E-12
0.005893105,1.85E-06,2.42E-06,9.29E-12
0.005994711,2.86E-06,8.62E-07,8.95E-12
0.006096316,2.80E-06,-9.41E-07,8.73E-12
0.006197921,1.75E-06,-2.37E-06,8.68E-12
0.006299527,6.47E-08,-2.97E-06,8.80E-12
0.006401132,-1.69E-06,-2.50E-06,9.09E-12
0.006502737,-2.89E-06,-1.05E-06,9.47E-12
0.006604342,-3.01E-06,8.87E-07,9.87E-12
0.006705948,-1.91E-06,2.56E-06,1.02E-11
0.006807553,1.33E-08,3.23E-06,1.04E-11
0.006909158,1.94E-06,2.58E-06,1.04E-11
0.007010763,3.10E-06,9.21E-07,1.04E-11
0.007112369,3.04E-06,-1.08E-06,1.04E-11
0.007213974,1.83E-06,-2.65E-06,1.04E-11
0.007315579,-4.95E-08,-3.22E-06,1.04E-11
0.007417184,-1.92E-06,-2.61E-06,1.05E-11
0.00751879,-3.13E-06,-1.01E-06,1.08E-11
0.007620395,-3.18E-06,1.05E-06,1.12E-11
0.007722,-1.98E-06,2.80E-06,1.18E-11
0.007823605,7.55E-08,3.54E-06,1.26E-11
0.007925211,2.22E-06,2.92E-06,1.35E-11
0.008026816,3.66E-06,1.16E-06,1.47E-11
0.008128421,3.86E-06,-1.16E-06,1.63E-11
0.008230027,2.72E-06,-3.21E-06,1.77E-11
0.008331632,6.74E-07,-4.32E-06,1.91E-11
0.008433237,-1.63E-06,-4.19E-06,2.02E-11
0.008534842,-3.51E-06,-2.93E-06,2.09E-11
0.008636447,-3.70E-06,-1.39E-06,1.56E-11
0.008738053,-3.88E-06,3.40E-07,1.52E-11
0.008839658,-3.26E-06,1.81E-06,1.39E-11
0.008941263,-2.15E-06,2.67E-06,1.17E-11
0.009042868,-1.01E-06,2.84E-06,9.08E-12
0.009144474,-2.35E-07,2.53E-06,6.43E-12
0.009246079,1.58E-08,2.10E-06,4.41E-12
0.009347684,-1.72E-07,1.91E-06,3.69E-12
0.009449289,-3.92E-07,2.17E-06,4.87E-12
0.009550895,-1.44E-07,2.90E-06,8.42E-12
0.0096525,8.13E-07,3.69E-06,1.43E-11
0.009754105,2.43E-06,3.99E-06,2.18E-11
0.00985571,4.25E-06,3.40E-06,2.96E-11
0.009957316,5.79E-06,1.81E-06,3.68E-11
0.010058921,6.44E-06,-4.80E-07,4.17E-11
0.010160526,5.92E-06,-2.87E-06,4.32E-11
0.010262132,4.35E-06,-4.70E-06,4.10E-11
0.010363737,2.64E-06,-4.79E-06,2.99E-11
0.010465342,9.02E-07,-4.82E-06,2.41E-11
0.010566947,-4.08E-07,-4.09E-06,1.69E-11
0.010668553,-9.26E-07,-2.99E-06,9.80E-12
0.010770158,-5.17E-07,-2.12E-06,4.74E-12
0.010871763,1.05E-06,-1.28E-06,2.72E-12
0.010973368,1.65E-06,-2.13E-06,7.27E-12
0.011074974,1.87E-06,-3.90E-06,1.87E-11
0.011176579,8.83E-07,-5.91E-06,3.57E-11
0.011278184,-1.33E-06,-7.40E-06,5.65E-11
0.011379789,-4.37E-06,-7.72E-06,7.87E-11
0.011481395,-7.54E-06,-6.55E-06,9.98E-11
0.011583,-9.29E-06,-4.32E-06,1.05E-10
0.011684605,-1.09E-05,-1.25E-06,1.20E-10
0.01178621,-1.12E-05,2.33E-06,1.30E-10
0.011887816,-1.01E-05,5.79E-06,1.35E-10
0.011989421,-7.76E-06,8.54E-06,1.33E-10
0.012091026,-4.75E-06,1.02E-05,1.26E-10
0.012192631,-1.56E-06,1.06E-05,1.16E-10
0.012294237,1.34E-06,1.01E-05,1.03E-10
0.012395842,3.66E-06,8.72E-06,8.95E-11
0.012497447,5.27E-06,6.96E-06,7.63E-11
0.012599053,5.47E-06,5.48E-06,6.00E-11
0.012700658,6.30E-06,4.05E-06,5.60E-11
0.012802263,6.85E-06,2.39E-06,5.27E-11
0.012903868,6.95E-06,5.37E-07,4.87E-11
0.013005474,6.43E-06,-1.33E-06,4.31E-11
0.013107079,5.23E-06,-2.91E-06,3.58E-11
0.013208684,3.52E-06,-3.86E-06,2.73E-11
0.013310289,1.66E-06,-3.97E-06,1.85E-11
0.013411895,6.31E-07,-2.74E-06,7.93E-12
0.0135135,-1.14E-07,-1.84E-06,3.39E-12
0.013615105,-2.52E-07,-7.77E-07,6.68E-13
0.01371671,5.37E-08,4.63E-07,2.17E-13
0.013818316,1.18E-06,8.86E-07,2.18E-12
0.013919921,2.28E-06,3.35E-07,5.31E-12
0.014021526,2.82E-06,-8.52E-07,8.69E-12
0.014123131,2.52E-06,-2.20E-06,1.12E-11
0.014224737,1.43E-06,-3.17E-06,1.21E-11
0.014326342,-7.76E-08,-3.35E-06,1.12E-11
0.014427947,-1.45E-06,-2.61E-06,8.92E-12
0.014529553,-2.15E-06,-1.21E-06,6.11E-12
0.014631158,-1.91E-06,3.57E-07,3.78E-12
0.014732763,-7.78E-07,1.51E-06,2.88E-12
0.014834368,8.47E-07,1.79E-06,3.92E-12
