Frequency (GHz),Re( S21 ),Im( S21 ),S2
0,-0.020242037,-2.49E-05,4.10E-04
0.000116929,-0.019322455,0.007685957,4.32E-04
0.000233858,-0.0166081,0.014969432,5.00E-04
0.000350788,-0.012245999,0.021422179,6.09E-04
0.000467717,-0.006442553,0.026746247,7.57E-04
0.000584646,0.00044119,0.030527273,9.32E-04
0.000701575,0.008052425,0.032606084,1.13E-03
0.000818504,0.015977703,0.032857582,1.33E-03
0.000935433,0.023784908,0.031255052,1.54E-03
0.001052363,0.031045964,0.027871804,1.74E-03
0.001169292,0.037359703,0.022877963,1.92E-03
0.001286221,0.042372864,0.016532265,2.07E-03
0.00140315,0.045800041,0.009168776,2.18E-03
0.001520079,0.047437988,0.001180449,2.25E-03
0.001637008,0.047178194,-0.007001231,2.27E-03
0.001753938,0.045013536,-0.014928027,2.25E-03
0.001870867,0.041039705,-0.022158319,2.18E-03
0.001987796,0.035452586,-0.028280983,2.06E-03
0.002104725,0.028539024,-0.03293604,1.90E-03
0.002221654,0.020664005,-0.035835799,1.71E-03
0.002338583,0.012253068,-0.036781106,1.50E-03
0.002455513,0.00377118,-0.035673466,1.29E-03
0.002572442,-0.004300668,-0.032522723,1.08E-03
0.002689371,-0.011490313,-0.027449697,8.86E-04
0.0028063,-0.017359791,-0.020681843,7.29E-04
0.002923229,-0.021529067,-0.012545463,6.21E-04
0.003040158,-0.023697697,-0.003449355,5.73E-04
0.003157088,-0.023662979,0.006133034,5.98E-04
0.003274017,-0.021334598,0.015690267,7.01E-04
0.003390946,-0.016759304,0.024731271,8.93E-04
0.003507875,-0.010053523,0.032662608,1.17E-03
0.003624804,-0.001480896,0.039126631,1.53E-03
0.003741733,0.008440484,0.043394361,1.95E-03
0.003858663,0.019465987,0.045534637,2.45E-03
0.003975592,0.031033741,0.045237951,3.01E-03
0.004092521,0.042408172,0.042339765,3.59E-03
0.00420945,0.053082977,0.036925878,4.18E-03
0.004326379,0.062480457,0.029183727,4.76E-03
0.004443309,0.07006976,0.019432176,5.29E-03
0.004560238,0.075395495,0.008110495,5.75E-03
0.004677167,0.078104407,-0.004238641,6.12E-03
0.004794096,0.077968054,-0.016992411,6.37E-03
0.004911025,0.074900158,-0.029474875,6.48E-03
0.005027954,0.068968177,-0.040989444,6.44E-03
0.005144884,0.060398378,-0.050851025,6.23E-03
0.005261813,0.049573675,-0.058421899,5.87E-03
0.005378742,0.037023909,-0.063145138,5.36E-03
0.005495671,0.023409208,-0.064577721,4.72E-03
0.0056126,0.009496917,-0.062418681,3.99E-03
0.005729529,-0.003869119,-0.056533735,3.21E-03
0.005846459,-0.015803261,-0.046973277,2.46E-03
0.005963388,-0.02541689,-0.033982869,1.80E-03
0.006080317,-0.031860061,-0.01800609,1.34E-03
0.006197246,-0.034364142,0.000321595,1.18E-03
0.006314175,-0.032282122,0.020189077,1.45E-03
0.006431104,-0.025127491,0.040634748,2.28E-03
0.006548034,-0.012611529,0.060579516,3.83E-03
0.006664963,0.005465086,0.078997478,6.27E-03
0.006781892,0.028696781,0.094411291,9.74E-03
0.006898821,0.056779791,0.105766736,1.44E-02
0.00701575,0.089061841,0.111948542,2.05E-02
0.007132679,0.124618784,0.111910984,2.81E-02
0.007249609,0.162292436,0.104922868,3.73E-02
0.007366538,0.200889423,0.0903176,4.85E-02
0.007483467,0.238955617,0.067684576,6.17E-02
0.007600396,0.274970949,0.036908578,7.70E-02
0.007717325,0.307383806,-0.001842727,9.45E-02
0.007834254,0.334662378,-0.048112001,1.14E-01
0.007951184,0.355349004,-0.101155177,1.37E-01
0.008068113,0.368118495,-0.159958631,1.61E-01
0.008185042,0.37182638,-0.223277017,1.88E-01
0.008301971,0.365529358,-0.289665937,2.18E-01
0.0084189,0.348529309,-0.357499987,2.49E-01
0.008535829,0.320412517,-0.425027996,2.83E-01
0.008652758,0.281064123,-0.490428805,3.20E-01
0.008769687,0.230674222,-0.551860511,3.58E-01
0.008886617,0.169740304,-0.607509673,3.98E-01
0.009003546,0.099062048,-0.6556409,4.40E-01
0.009120475,0.019728301,-0.694644392,4.83E-01
0.009237404,-0.066910572,-0.723082185,5.27E-01
0.009354333,-0.159282222,-0.739731252,5.73E-01
0.009471262,-0.255637169,-0.743630886,6.18E-01
0.009588192,-0.354081154,-0.734125376,6.64E-01
0.009705121,-0.452608228,-0.710879147,7.10E-01
0.00982205,-0.549156666,-0.673873603,7.56E-01
0.009938979,-0.641672492,-0.623412311,8.00E-01
0.010055908,-0.728166878,-0.56011802,8.44E-01
0.010172837,-0.806771874,-0.484922826,8.86E-01
0.010289767,-0.875788093,-0.399044037,9.26E-01
0.010406696,-0.933732748,-0.30395335,9.64E-01
0.010523625,-0.97937727,-0.201335117,1.00E+00
0.010640554,-1.01178098,-0.093040742,1.03E+00
0.010757483,-1.03031254,0.018964985,1.06E+00
0.010874412,-1.03466463,0.132659063,1.09E+00
0.010991342,-1.02485359,0.246017873,1.11E+00
0.011108271,-1.00121427,0.357073545,1.13E+00
0.0112252,-0.964376867,0.463967294,1.15E+00
0.011342129,-0.915241301,0.564998627,1.16E+00
0.011459058,-0.854934394,0.658667624,1.16E+00
0.011575987,-0.784764588,0.743714273,1.17E+00
0.011692917,-0.706159651,0.819175303,1.17E+00
0.011809846,-0.620792925,0.88447392,1.17E+00
0.011926775,-0.530426264,0.938916504,1.16E+00
0.012043704,-0.436479479,0.982270956,1.16E+00
0.012160633,-0.340440601,1.01466238,1.15E+00
0.012277562,-0.243686169,1.03646195,1.13E+00
0.012394492,-0.147303656,1.04836071,1.12E+00
0.012511421,-0.050809294,1.05157375,1.11E+00
0.01262835,0.028154429,1.03920698,1.08E+00
0.012745279,0.118086331,1.024629,1.06E+00
0.012862208,0.201893628,1.00218511,1.05E+00
0.012979137,0.280523807,0.973573685,1.03E+00
0.013096067,0.354005992,0.939733922,1.01E+00
0.013212996,0.422342002,0.901516795,9.91E-01
0.013329925,0.485617459,0.859691322,9.75E-01
0.013446854,0.544008374,0.814930558,9.60E-01
0.013563783,0.597764075,0.767795861,9.47E-01
0.013680712,0.647180974,0.718731761,9.35E-01
0.013797642,0.692577243,0.668063819,9.26E-01
0.013914571,0.734265268,0.616005659,9.19E-01
0.0140315,0.772528052,0.562667727,9.13E-01
0.014148429,0.807598054,0.508073747,9.10E-01
0.014265358,0.839640796,0.45217967,9.09E-01
0.014382287,0.868742228,0.394894332,9.11E-01
0.014499217,0.894902825,0.336104542,9.14E-01
0.014616146,0.918035984,0.275697798,9.19E-01
0.014733075,0.937972367,0.21358712,9.25E-01
0.014850004,0.954468906,0.14973405,9.33E-01
0.014966933,0.96722728,0.084168673,9.43E-01
0.015083862,0.97591722,0.017003834,9.53E-01
0.015200792,0.980201066,-0.051564738,9.63E-01
0.015317721,0.97974956,-0.121260077,9.75E-01
0.01543465,0.97425729,-0.191717431,9.86E-01
0.015551579,0.963480532,-0.262480319,9.97E-01
0.015668508,0.947296381,-0.333022475,1.01E+00
0.015785437,0.925779104,-0.40286985,1.02E+00
0.015902367,0.899015903,-0.471907914,1.03E+00
0.016019296,0.866387844,-0.540036559,1.04E+00
0.016136225,0.827300012,-0.606092155,1.05E+00
0.016253154,0.78214246,-0.668865681,1.06E+00
0.016370083,0.73151058,-0.727652192,1.06E+00
0.016487012,0.675936639,-0.781924903,1.07E+00
0.016603942,0.615955412,-0.831218362,1.07E+00
0.016720871,0.552142739,-0.875126779,1.07E+00
0.0168378,0.485117823,-0.913321793,1.07E+00
0.01695473,0.415533632,-0.945563912,1.07E+00
0.017071658,0.344060093,-0.971708536,1.06E+00
0.017188588,0.271366358,-0.991709113,1.06E+00
0.017305516,0.198104113,-1.00561309,1.05E+00
0.017422446,0.124890327,-1.01355708,1.04E+00
0.017539374,0.052293729,-1.01575375,1.03E+00
0.017656304,-0.019177683,-1.01248276,1.03E+00
0.017773234,-0.089085214,-1.00407434,1.02E+00
0.017890162,-0.157063708,-0.990894914,1.01E+00
0.018007092,-0.22282432,-0.973330319,9.97E-01
0.01812402,-0.286152542,-0.951771498,9.88E-01
0.01824095,-0.346903294,-0.926600158,9.79E-01
0.01835788,-0.404995322,-0.898178458,9.71E-01
0.018474808,-0.460401624,-0.866836011,9.63E-01
0.018591738,-0.513139784,-0.832865477,9.57E-01
0.018708666,-0.563260972,-0.796516895,9.52E-01
0.018825596,-0.610842109,-0.757999003,9.48E-01
0.018942524,-0.655986071,-0.717481256,9.45E-01
0.019059454,-0.698837638,-0.675081789,9.44E-01
0.019176384,-0.739588857,-0.630806208,9.45E-01
0.019293312,-0.778375566,-0.58446002,9.47E-01
0.019410242,-0.815066814,-0.535746396,9.51E-01
0.01952717,-0.8493132,-0.484552324,9.56E-01
0.0196441,-0.880805969,-0.430965364,9.62E-01
0.01976103,-0.909329414,-0.375106663,9.68E-01
0.019877958,-0.934687495,-0.317074805,9.74E-01
0.019994888,-0.956658781,-0.256968647,9.81E-01
0.020111816,-0.974993765,-0.194915369,9.89E-01
0.020228746,-0.989424646,-0.13108708,9.96E-01
0.020345674,-0.99967891,-0.065710299,1.00E+00
0.020462604,-1.00549424,0.000931338,1.01E+00
0.020579534,-1.00663412,0.068497859,1.02E+00
