Frequency (GHz),Re( S31 ),Im( S31 ),S2
0,-7.30E-06,0,5.33E-11
0.000116929,-7.13E-06,1.59E-06,5.33E-11
0.000233858,-6.61E-06,3.10E-06,5.33E-11
0.000350788,-5.78E-06,4.47E-06,5.33E-11
0.000467717,-4.67E-06,5.61E-06,5.33E-11
0.000584646,-3.33E-06,6.49E-06,5.33E-11
0.000701575,-1.84E-06,7.06E-06,5.33E-11
0.000818504,-2.62E-07,7.29E-06,5.33E-11
0.000935433,1.33E-06,7.18E-06,5.33E-11
0.001052363,2.86E-06,6.71E-06,5.32E-11
0.001169292,4.25E-06,5.93E-06,5.32E-11
0.001286221,5.44E-06,4.87E-06,5.32E-11
0.00140315,6.36E-06,3.57E-06,5.32E-11
0.001520079,6.98E-06,2.10E-06,5.32E-11
0.001637008,7.27E-06,5.31E-07,5.32E-11
0.001753938,7.21E-06,-1.06E-06,5.32E-11
0.001870867,6.81E-06,-2.60E-06,5.32E-11
0.001987796,6.08E-06,-4.02E-06,5.31E-11
0.002104725,5.06E-06,-5.25E-06,5.31E-11
0.002221654,3.80E-06,-6.22E-06,5.31E-11
0.002338583,2.36E-06,-6.90E-06,5.31E-11
0.002455513,8.01E-07,-7.24E-06,5.31E-11
0.002572442,-7.94E-07,-7.25E-06,5.31E-11
0.002689371,-2.35E-06,-6.90E-06,5.31E-11
0.0028063,-3.79E-06,-6.22E-06,5.31E-11
0.002923229,-5.06E-06,-5.25E-06,5.31E-11
0.003040158,-6.08E-06,-4.02E-06,5.31E-11
0.003157088,-6.80E-06,-2.60E-06,5.31E-11
0.003274017,-7.21E-06,-1.06E-06,5.31E-11
0.003390946,-7.27E-06,5.31E-07,5.31E-11
0.003507875,-6.97E-06,2.10E-06,5.30E-11
0.003624804,-6.35E-06,3.56E-06,5.30E-11
0.003741733,-5.42E-06,4.86E-06,5.29E-11
0.003858663,-4.23E-06,5.92E-06,5.29E-11
0.003975592,-2.84E-06,6.69E-06,5.29E-11
0.004092521,-1.32E-06,7.15E-06,5.28E-11
0.00420945,2.70E-07,7.26E-06,5.28E-11
0.004326379,1.84E-06,7.02E-06,5.27E-11
0.004443309,3.32E-06,6.45E-06,5.27E-11
0.004560238,4.64E-06,5.58E-06,5.26E-11
0.004677167,5.74E-06,4.43E-06,5.26E-11
0.004794096,6.56E-06,3.08E-06,5.26E-11
0.004911025,7.07E-06,1.58E-06,5.25E-11
0.005027954,7.24E-06,3.58E-09,5.25E-11
0.005144884,7.07E-06,-1.57E-06,5.25E-11
0.005261813,6.56E-06,-3.07E-06,5.24E-11
0.005378742,5.73E-06,-4.42E-06,5.24E-11
0.005495671,4.64E-06,-5.56E-06,5.24E-11
0.0056126,3.32E-06,-6.43E-06,5.23E-11
0.005729529,1.84E-06,-6.99E-06,5.23E-11
0.005846459,2.75E-07,-7.23E-06,5.23E-11
0.005963388,-1.30E-06,-7.11E-06,5.23E-11
0.006080317,-2.82E-06,-6.66E-06,5.22E-11
0.006197246,-4.20E-06,-5.88E-06,5.22E-11
0.006314175,-5.37E-06,-4.83E-06,5.22E-11
0.006431104,-6.29E-06,-3.54E-06,5.21E-11
0.006548034,-6.91E-06,-2.09E-06,5.21E-11
0.006664963,-7.20E-06,-5.34E-07,5.21E-11
0.006781892,-7.13E-06,1.04E-06,5.20E-11
0.006898821,-6.73E-06,2.57E-06,5.19E-11
0.00701575,-6.01E-06,3.96E-06,5.18E-11
0.007132679,-5.00E-06,5.17E-06,5.17E-11
0.007249609,-3.75E-06,6.13E-06,5.16E-11
0.007366538,-2.33E-06,6.79E-06,5.15E-11
0.007483467,-8.03E-07,7.12E-06,5.14E-11
0.007600396,7.59E-07,7.12E-06,5.13E-11
0.007717325,2.28E-06,6.78E-06,5.12E-11
0.007834254,3.69E-06,6.12E-06,5.10E-11
0.007951184,4.91E-06,5.17E-06,5.09E-11
0.008068113,5.91E-06,3.98E-06,5.07E-11
0.008185042,6.61E-06,2.61E-06,5.06E-11
0.008301971,7.01E-06,1.13E-06,5.04E-11
0.0084189,7.08E-06,-4.08E-07,5.02E-11
0.008535829,6.81E-06,-1.92E-06,5.01E-11
0.008652758,6.23E-06,-3.33E-06,4.99E-11
0.008769687,5.36E-06,-4.58E-06,4.97E-11
0.008886617,4.25E-06,-5.61E-06,4.95E-11
0.009003546,2.94E-06,-6.37E-06,4.93E-11
0.009120475,1.50E-06,-6.84E-06,4.90E-11
0.009237404,5.40E-09,-6.99E-06,4.88E-11
0.009354333,-1.49E-06,-6.81E-06,4.85E-11
0.009471262,-2.90E-06,-6.31E-06,4.82E-11
0.009588192,-4.17E-06,-5.52E-06,4.79E-11
0.009705121,-5.25E-06,-4.48E-06,4.76E-11
0.00982205,-6.06E-06,-3.24E-06,4.73E-11
0.009938979,-6.59E-06,-1.85E-06,4.69E-11
0.010055908,-6.81E-06,-3.78E-07,4.65E-11
0.010172837,-6.70E-06,1.10E-06,4.61E-11
0.010289767,-6.28E-06,2.52E-06,4.57E-11
0.010406696,-5.55E-06,3.80E-06,4.53E-11
0.010523625,-4.57E-06,4.90E-06,4.49E-11
0.010640554,-3.37E-06,5.76E-06,4.45E-11
0.010757483,-2.02E-06,6.33E-06,4.41E-11
0.010874412,-5.73E-07,6.59E-06,4.37E-11
0.010991342,8.92E-07,6.52E-06,4.34E-11
0.011108271,2.31E-06,6.14E-06,4.30E-11
0.0112252,3.60E-06,5.45E-06,4.27E-11
0.011342129,4.71E-06,4.50E-06,4.24E-11
0.011459058,5.58E-06,3.32E-06,4.22E-11
0.011575987,6.17E-06,1.99E-06,4.20E-11
0.011692917,6.45E-06,5.49E-07,4.19E-11
0.011809846,6.41E-06,-9.17E-07,4.19E-11
0.011926775,6.04E-06,-2.34E-06,4.20E-11
0.012043704,5.37E-06,-3.65E-06,4.21E-11
0.012160633,4.42E-06,-4.77E-06,4.24E-11
0.012277562,3.25E-06,-5.67E-06,4.27E-11
0.012394492,1.90E-06,-6.29E-06,4.32E-11
0.012511421,4.28E-07,-6.61E-06,4.38E-11
0.01262835,-9.85E-07,-6.56E-06,4.40E-11
0.012745279,-2.46E-06,-6.21E-06,4.47E-11
0.012862208,-3.81E-06,-5.55E-06,4.54E-11
0.012979137,-4.99E-06,-4.61E-06,4.61E-11
0.013096067,-5.94E-06,-3.43E-06,4.70E-11
0.013212996,-6.61E-06,-2.06E-06,4.79E-11
0.013329925,-6.97E-06,-5.75E-07,4.88E-11
0.013446854,-6.99E-06,9.62E-07,4.98E-11
0.013563783,-6.69E-06,2.48E-06,5.08E-11
0.013680712,-6.06E-06,3.90E-06,5.19E-11
0.013797642,-5.13E-06,5.15E-06,5.29E-11
0.013914571,-3.95E-06,6.18E-06,5.39E-11
0.0140315,-2.57E-06,6.94E-06,5.48E-11
0.014148429,-1.06E-06,7.39E-06,5.58E-11
0.014265358,5.29E-07,7.51E-06,5.66E-11
0.014382287,2.11E-06,7.28E-06,5.74E-11
0.014499217,3.60E-06,6.72E-06,5.81E-11
0.014616146,4.95E-06,5.85E-06,5.87E-11
0.014733075,6.09E-06,4.70E-06,5.92E-11
0.014850004,6.95E-06,3.35E-06,5.95E-11
0.014966933,7.51E-06,1.83E-06,5.98E-11
0.015083862,7.74E-06,2.35E-07,5.99E-11
0.015200792,7.62E-06,-1.38E-06,5.99E-11
