Frequency (GHz),Re( S21 ),Im( S21 ),S2
0,0.021532442,0,0.000463646
0.000111206,0.021035316,-0.004613901,0.000463773
0.000222412,0.019564943,-0.009020319,0.000464153
0.000333618,0.017183712,-0.013019476,0.000464787
0.000444824,0.013993368,-0.016426854,0.000465656
0.000556029,0.01013298,-0.019081097,0.000466766
0.000667235,0.005773451,-0.02085091,0.000468093
0.000778441,0.001112119,-0.021642203,0.000469622
0.000889647,-0.003634385,-0.021404037,0.000471342
0.001000853,-0.008240147,-0.020133011,0.000473238
0.001112059,-0.012479957,-0.017875511,0.000475283
0.001223265,-0.01614126,-0.014728252,0.000477462
0.001334471,-0.019035779,-0.010835053,0.000479759
0.001445677,-0.021010237,-0.006381051,0.000482148
0.001556882,-0.02195699,-0.001583501,0.000484617
0.001668088,-0.021820607,0.003319228,0.000487156
0.001779294,-0.020601822,0.008081632,0.000489748
0.0018905,-0.01835851,0.012464185,0.000492391
0.002001706,-0.015201764,0.016247947,0.000495089
0.002112912,-0.011289193,0.019245699,0.000497843
0.002224118,-0.006815706,0.021312488,0.000500676
0.002335324,-0.002001549,0.022351585,0.0005036
0.00244653,0.002919671,0.02231854,0.000506642
0.002557735,0.007713361,0.021220982,0.000509826
0.002668941,0.012155081,0.019116761,0.000513197
0.002780147,0.016040523,0.016108176,0.000516772
0.002891353,0.019193785,0.01233695,0.000520602
0.003002559,0.021473397,0.007975938,0.000524722
0.003113765,0.02277693,0.00322138,0.000529166
0.003224971,0.023044568,-0.001714472,0.000533992
0.003336177,0.022248473,-0.006593361,0.000538467
0.003447383,0.020428194,-0.011262287,0.00054415
0.003558588,0.017653232,-0.015443628,0.000550142
0.003669794,0.014027063,-0.018966178,0.000556474
0.003781,0.009699193,-0.02166,0.00056323
0.003892206,0.004852078,-0.023385601,0.000570429
0.004003412,-0.000302999,-0.024041409,0.000578081
0.004114618,-0.005533766,-0.023570629,0.000586197
0.004225824,-0.010595372,-0.021965701,0.000594754
0.00433703,-0.015241317,-0.019273026,0.000603747
0.004448236,-0.019235175,-0.015593479,0.000613149
0.004559442,-0.022363422,-0.011081272,0.000622917
0.004670647,-0.024448609,-0.005938994,0.000633006
0.004781853,-0.025361648,-0.000408997,0.00064338
0.004893059,-0.025030589,0.005238221,0.000653969
0.005004265,-0.023448434,0.010718954,0.000664725
0.005115471,-0.020674836,0.015752509,0.00067559
0.005226677,-0.016834216,0.020078037,0.000686518
0.005337883,-0.012109206,0.023469823,0.000697465
0.005449089,-0.006729563,0.025750991,0.000708401
0.005560295,-0.000958855,0.026802778,0.000719308
0.0056715,0.004920956,0.026570097,0.000730186
0.005782706,0.010625926,0.025062619,0.000741045
0.005893912,0.015883895,0.022352336,0.000751925
0.006005118,0.020448588,0.018566726,0.000762868
0.006116324,0.024109026,0.013881032,0.000773928
0.00622753,0.026698457,0.008507974,0.000785193
0.006338736,0.028098144,0.002687131,0.000796726
0.006449942,0.028241286,-0.003325399,0.000808629
0.006561147,0.027112449,-0.009267637,0.000820974
0.006672353,0.024747059,-0.01488399,0.00083395
0.006783559,0.021242434,-0.019924348,0.000848221
0.006894765,0.01671806,-0.024154257,0.000862922
0.007005971,0.011350532,-0.027381187,0.000878564
0.007117177,0.005354291,-0.029439276,0.000895339
0.007228383,-0.001024703,-0.030204909,0.000913387
0.007339589,-0.007515532,-0.029603113,0.000932827
