Frequency (GHz),Re( S31 ),Im( S31 ),S2
0,-0.01190823,0,0.000141806
0.000101605,-0.009551048,0.007386533,0.000145783
0.000203211,-0.003222808,0.012086818,0.000156478
0.000304816,0.004878413,0.012109928,0.000170449
0.000406421,0.01151932,0.007062233,0.00018257
0.000508026,0.013649525,-0.001185837,0.000187716
0.000609632,0.010131697,-0.008991661,0.000183501
0.000711237,0.002610051,-0.012850392,0.000171945
0.000812842,-0.005488091,-0.011320415,0.000158271
0.000914447,-0.010894829,-0.005412079,0.000147988
0.001016053,-0.011781852,0.002357414,0.000144369
0.001117658,-0.008070823,0.00923373,0.0001504
0.001219263,-0.000981902,0.012735093,0.000163147
0.001320868,0.007064695,0.011406172,0.000180011
0.001422474,0.012960078,0.005294374,0.000195994
0.001524079,0.013897607,-0.003488785,0.000205315
0.001625684,0.00897698,-0.011109569,0.000204009
0.00172729,0.000290893,-0.013882903,0.00019282
0.001828895,-0.008049037,-0.010607599,0.000177308
0.0019305,-0.01243447,-0.003133445,0.000164435
0.002032105,-0.011514257,0.005145099,0.00015905
0.002133711,-0.006121553,0.011196457,0.000162834
0.002235316,0.001697458,0.013106509,0.000174662
0.002336921,0.009296249,0.010239306,0.000191264
0.002438526,0.014061973,0.003335743,0.000208866
0.002540132,0.013906341,-0.005478557,0.000223401
0.002641737,0.008146784,-0.01283925,0.000231216
0.002743342,-0.001460239,-0.015120958,0.000230776
0.002844947,-0.010638667,-0.010542112,0.000224317
0.002946553,-0.014673433,-0.001032612,0.000216376
0.003048158,-0.011772252,0.008751345,0.000215172
0.003149763,-0.003655212,0.014365389,0.000219725
0.003251369,0.005817767,0.013944862,0.000228306
0.003352974,0.012972175,0.008265989,0.000236604
0.003454579,0.015548378,-0.000276513,0.000241829
0.003556184,0.012880172,-0.008741538,0.000242313
0.00365779,0.005768406,-0.014334156,0.000238743
0.003759395,-0.003641303,-0.014906461,0.000235462
0.003861,-0.012120341,-0.009584311,0.000238762
0.003962605,-0.015969472,0.000405708,0.000255189
0.004064211,-0.012651436,0.011502718,0.000292371
0.004165816,-0.002415034,0.018405605,0.000344599
0.004267421,0.010311415,0.017020071,0.000396008
0.004369027,0.01918784,0.007699565,0.000427456
0.004470632,0.020097587,-0.004854764,0.000427482
0.004572237,0.013305982,-0.014889862,0.000398757
0.004673842,0.002288798,-0.018691208,0.0003546
0.004775448,-0.008584583,-0.015446124,0.000312278
0.004877053,-0.015581199,-0.006659035,0.000287117
0.004978658,-0.016533619,0.004786029,0.000296267
0.005080263,-0.010659005,0.01525799,0.000346421
0.005181869,0.000830585,0.02093067,0.000438783
0.005283474,0.014421543,0.018728197,0.000558726
0.005385079,0.024704613,0.008077335,0.000675561
0.005486684,0.026247343,-0.007573655,0.000746283
0.00558829,0.01709093,-0.021133492,0.000738724
0.005689895,0.001076303,-0.025642712,0.000658707
0.0057915,-0.014100917,-0.018831637,0.000553466
0.005893105,-0.021568436,-0.004161067,0.000482512
0.005994711,-0.018786123,0.012094501,0.000499195
0.006096316,-0.006927365,0.023852551,0.000616933
0.006197921,0.009964998,0.026925325,0.000824274
0.006299527,0.026245493,0.019753465,0.001079025
0.006401132,0.036004949,0.003966695,0.001312091
0.006502737,0.034646291,-0.015438616,0.001438716
0.006604342,0.021120094,-0.030764481,0.001392512
0.006705948,-0.000154238,-0.034310434,0.00117723
0.006807553,-0.019873692,-0.022636242,0.000907363
0.006909158,-0.02798263,0.000377192,0.00078317
0.007010763,-0.019583022,0.025270427,0.001022089
0.007112369,0.003565447,0.041416608,0.001728048
0.007213974,0.033788603,0.041446392,0.002859473
0.007315579,0.059927803,0.023764357,0.004156086
0.007417184,0.072196148,-0.006349047,0.005252594
0.00751879,0.064671122,-0.038733345,0.005682626
0.007620395,0.038038246,-0.06002875,0.005050359
0.007722,0.001851541,-0.058031891,0.003371129
0.007823605,-0.026597735,-0.027795406,0.001480024
0.007925211,-0.027961399,0.023297397,0.001324609
0.008026816,0.010211962,0.076715522,0.005989555
0.008128421,0.08902099,0.107547298,0.019491158
0.008230027,0.193370759,0.091575965,0.045778408
0.008331632,0.297976494,0.016514165,0.089062709
0.008433237,0.372960716,-0.117639028,0.152938637
0.008534842,0.389757782,-0.297155201,0.240212342
0.008636447,0.326008022,-0.494541258,0.350852286
0.008738053,0.174100444,-0.67160058,0.481358304
0.008839658,-0.053175867,-0.787863135,0.623555992
0.008941263,-0.325684071,-0.81088984,0.763612447
0.009042868,-0.599929929,-0.730145633,0.893028565
0.009144474,-0.8323645,-0.555086792,1.000952008
0.009246079,-0.991462708,-0.312715411,1.08078923
0.009347684,-1.06227052,-0.038149729,1.12987406
0.009449289,-1.04594481,0.234031245,1.148771169
0.009550895,-0.956154108,0.475925654,1.140735906
0.0096525,-0.814061999,0.669794202,1.111321211
0.009754105,-0.642162502,0.808959782,1.066788608
0.00985571,-0.469289303,0.888558865,1.009769306
0.009957316,-0.300196409,0.936081231,0.966365955
0.010058921,-0.144267291,0.955753088,0.934277016
0.010160526,0.000252661,0.959210277,0.920084419
0.010262132,0.139687866,0.951752543,0.925345603
0.010363737,0.280212909,0.932140827,0.947405796
0.010465342,0.424297303,0.894632518,0.980395544
0.010566947,0.569076538,0.832391679,1.016724013
0.010668553,0.70662564,0.740762949,1.048049542
0.010770158,0.818549931,0.622196078,1.057151949
0.010871763,0.910758853,0.483034045,1.062803577
0.010973368,0.9703933,0.330685735,1.051016212
0.011074974,0.997509539,0.177857563,1.026658593
0.011176579,0.998218954,0.033571668,0.997568137
0.011278184,0.980845511,-0.098432727,0.971746918
0.011379789,0.952582657,-0.219445303,0.955569959
0.011481395,0.91702801,-0.333882183,0.952417683
0.011583,0.873921871,-0.446666747,0.963250619
