Frequency (GHz),Re( S41 ),Im( S41 ),S2
0,-3.63E-06,0,1.32E-11
0.000101605,-2.96E-06,2.13E-06,1.33E-11
0.000203211,-1.16E-06,3.50E-06,1.36E-11
0.000304816,1.17E-06,3.56E-06,1.40E-11
0.000406421,3.12E-06,2.17E-06,1.44E-11
0.000508026,3.82E-06,-1.69E-07,1.46E-11
0.000609632,2.92E-06,-2.45E-06,1.45E-11
0.000711237,8.33E-07,-3.67E-06,1.41E-11
0.000812842,-1.50E-06,-3.38E-06,1.37E-11
0.000914447,-3.15E-06,-1.82E-06,1.32E-11
0.001016053,-3.58E-06,3.50E-07,1.29E-11
0.001117658,-2.72E-06,2.37E-06,1.30E-11
0.001219263,-8.34E-07,3.55E-06,1.33E-11
0.001320868,1.44E-06,3.42E-06,1.38E-11
0.001422474,3.26E-06,1.92E-06,1.43E-11
0.001524079,3.82E-06,-4.62E-07,1.48E-11
0.001625684,2.75E-06,-2.72E-06,1.50E-11
0.00172729,4.97E-07,-3.81E-06,1.47E-11
0.001828895,-1.88E-06,-3.26E-06,1.42E-11
0.0019305,-3.37E-06,-1.45E-06,1.35E-11
0.002032105,-3.49E-06,7.85E-07,1.28E-11
0.002133711,-2.36E-06,2.62E-06,1.24E-11
0.002235316,-4.18E-07,3.48E-06,1.23E-11
0.002336921,1.68E-06,3.12E-06,1.25E-11
0.002438526,3.24E-06,1.60E-06,1.30E-11
0.002540132,3.66E-06,-6.36E-07,1.38E-11
0.002641737,2.61E-06,-2.79E-06,1.46E-11
0.002743342,3.60E-07,-3.89E-06,1.53E-11
0.002844947,-2.15E-06,-3.30E-06,1.55E-11
0.002946553,-3.69E-06,-1.24E-06,1.52E-11
0.003048158,-3.60E-06,1.26E-06,1.45E-11
0.003149763,-2.04E-06,3.08E-06,1.37E-11
0.003251369,1.78E-07,3.57E-06,1.28E-11
0.003352974,2.17E-06,2.73E-06,1.22E-11
0.003454579,3.29E-06,9.78E-07,1.18E-11
0.003556184,3.25E-06,-1.07E-06,1.17E-11
0.00365779,2.07E-06,-2.76E-06,1.19E-11
0.003759395,9.96E-08,-3.52E-06,1.24E-11
0.003861,-2.04E-06,-2.99E-06,1.31E-11
0.003962605,-3.53E-06,-1.22E-06,1.40E-11
0.004064211,-3.65E-06,1.23E-06,1.48E-11
0.004165816,-2.14E-06,3.29E-06,1.54E-11
0.004267421,3.88E-07,3.91E-06,1.54E-11
0.004369027,2.69E-06,2.77E-06,1.49E-11
0.004470632,3.71E-06,5.22E-07,1.40E-11
0.004572237,3.17E-06,-1.75E-06,1.31E-11
0.004673842,1.48E-06,-3.17E-06,1.22E-11
0.004775448,-6.14E-07,-3.35E-06,1.16E-11
0.004877053,-2.38E-06,-2.36E-06,1.12E-11
0.004978658,-3.30E-06,-5.76E-07,1.12E-11
0.005080263,-3.07E-06,1.45E-06,1.15E-11
0.005181869,-1.69E-06,3.04E-06,1.21E-11
0.005283474,4.47E-07,3.55E-06,1.28E-11
0.005385079,2.57E-06,2.63E-06,1.35E-11
0.005486684,3.71E-06,5.03E-07,1.41E-11
0.00558829,3.24E-06,-1.92E-06,1.42E-11
0.005689895,1.34E-06,-3.47E-06,1.39E-11
0.0057915,-1.04E-06,-3.48E-06,1.32E-11
0.005893105,-2.84E-06,-2.09E-06,1.24E-11
0.005994711,-3.43E-06,4.67E-09,1.18E-11
0.006096316,-2.72E-06,1.98E-06,1.13E-11
0.006197921,-1.05E-06,3.17E-06,1.11E-11
0.006299527,1.00E-06,3.19E-06,1.12E-11
0.006401132,2.71E-06,2.01E-06,1.14E-11
0.006502737,3.42E-06,9.05E-09,1.17E-11
0.006604342,2.77E-06,-2.07E-06,1.20E-11
0.006705948,9.47E-07,-3.34E-06,1.21E-11
0.006807553,-1.29E-06,-3.20E-06,1.19E-11
0.006909158,-2.93E-06,-1.72E-06,1.15E-11
0.007010763,-3.31E-06,4.34E-07,1.11E-11
0.007112369,-2.32E-06,2.33E-06,1.08E-11
0.007213974,-4.21E-07,3.23E-06,1.06E-11
0.007315579,1.60E-06,2.81E-06,1.05E-11
0.007417184,2.96E-06,1.30E-06,1.05E-11
